date,d,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment
2025-10-20,d_1024,2025_43,Monday,1,10,2025,,,,,0,0,0,62.1,2.92,313.6,4.27
2025-10-21,d_1025,2025_43,Tuesday,2,10,2025,,,,,0,0,0,48.2,2.9,312.91,4.27
2025-10-22,d_1026,2025_43,Wednesday,3,10,2025,,,,,0,0,0,56.7,2.86,313.93,4.29
2025-10-23,d_1027,2025_43,Thursday,4,10,2025,,,,,0,0,0,47.3,2.79,314.36,4.28
2025-10-24,d_1028,2025_43,Friday,5,10,2025,,,,,0,0,0,58.1,2.86,313.89,4.28
2025-10-25,d_1029,2025_43,Saturday,6,10,2025,,,,,0,0,0,57.7,2.85,314.07,4.32
2025-10-26,d_1030,2025_43,Sunday,7,10,2025,,,,,0,0,0,62.7,2.87,313.56,4.26
2025-10-27,d_1031,2025_44,Monday,1,10,2025,,,,,0,0,0,63.1,3.03,312.88,4.25
2025-10-28,d_1032,2025_44,Tuesday,2,10,2025,,,,,0,0,0,58.0,2.81,312.82,4.45
2025-10-29,d_1033,2025_44,Wednesday,3,10,2025,,,,,0,0,0,54.2,2.88,313.68,4.27
2025-10-30,d_1034,2025_44,Thursday,4,10,2025,,,,,0,0,0,58.9,2.94,313.36,4.31
2025-10-31,d_1035,2025_44,Friday,5,10,2025,Halloween,National,,,0,0,0,53.6,2.86,313.25,4.24
2025-11-01,d_1036,2025_44,Saturday,6,11,2025,,,,,1,1,1,56.0,3.04,313.6,4.32
2025-11-02,d_1037,2025_44,Sunday,7,11,2025,,,,,1,1,1,60.7,2.82,313.89,4.27
2025-11-03,d_1038,2025_45,Monday,1,11,2025,,,,,1,1,1,52.8,2.88,313.08,4.3
2025-11-04,d_1039,2025_45,Tuesday,2,11,2025,,,,,1,1,1,59.4,2.79,313.5,4.38
2025-11-05,d_1040,2025_45,Wednesday,3,11,2025,,,,,1,1,1,58.5,2.82,314.31,4.35
2025-11-06,d_1041,2025_45,Thursday,4,11,2025,,,,,1,1,1,50.1,2.87,313.29,4.36
2025-11-07,d_1042,2025_45,Friday,5,11,2025,,,,,1,1,1,59.6,2.92,314.09,4.25
2025-11-08,d_1043,2025_45,Saturday,6,11,2025,,,,,0,0,0,58.0,2.88,313.56,4.44
2025-11-09,d_1044,2025_45,Sunday,7,11,2025,,,,,0,0,0,54.8,2.95,313.99,4.29
2025-11-10,d_1045,2025_46,Monday,1,11,2025,,,,,0,0,0,50.3,2.85,314.23,4.43
2025-11-11,d_1046,2025_46,Tuesday,2,11,2025,,,,,0,0,0,49.6,2.83,314.11,4.41
2025-11-12,d_1047,2025_46,Wednesday,3,11,2025,,,,,0,0,0,51.0,3.07,314.19,4.39
2025-11-13,d_1048,2025_46,Thursday,4,11,2025,,,,,0,0,0,56.2,2.89,313.39,4.32
2025-11-14,d_1049,2025_46,Friday,5,11,2025,,,,,0,0,0,48.6,2.8,314.31,4.38
2025-11-15,d_1050,2025_46,Saturday,6,11,2025,,,,,0,0,0,55.3,2.81,313.54,4.35
2025-11-16,d_1051,2025_46,Sunday,7,11,2025,,,,,0,0,0,46.8,2.79,314.0,4.38
2025-11-17,d_1052,2025_47,Monday,1,11,2025,,,,,0,0,0,51.8,2.94,314.02,4.37
2025-11-18,d_1053,2025_47,Tuesday,2,11,2025,,,,,0,0,0,53.2,2.84,314.13,4.28
2025-11-19,d_1054,2025_47,Wednesday,3,11,2025,,,,,0,0,0,64.7,2.88,314.09,4.45
2025-11-20,d_1055,2025_47,Thursday,4,11,2025,,,,,0,0,0,45.4,2.87,313.63,4.39
2025-11-21,d_1056,2025_47,Friday,5,11,2025,,,,,0,0,0,59.5,2.93,313.45,4.37
2025-11-22,d_1057,2025_47,Saturday,6,11,2025,,,,,0,0,0,52.8,2.81,314.36,4.38
2025-11-23,d_1058,2025_47,Sunday,7,11,2025,,,,,0,0,0,54.0,2.79,314.1,4.43
2025-11-24,d_1059,2025_48,Monday,1,11,2025,,,,,0,0,0,52.4,2.9,314.5,4.37
2025-11-25,d_1060,2025_48,Tuesday,2,11,2025,Thanksgiving,National,,,0,0,0,53.9,2.93,314.04,4.3
2025-11-26,d_1061,2025_48,Wednesday,3,11,2025,,,,,0,0,0,50.7,2.91,313.52,4.44
2025-11-27,d_1062,2025_48,Thursday,4,11,2025,,,,,0,0,0,58.7,2.82,314.48,4.45
2025-11-28,d_1063,2025_48,Friday,5,11,2025,BlackFriday,National,,,0,0,0,49.0,2.94,313.97,4.42
2025-11-29,d_1064,2025_48,Saturday,6,11,2025,,,,,0,0,0,56.8,2.83,314.27,4.38
2025-11-30,d_1065,2025_48,Sunday,7,11,2025,,,,,0,0,0,47.8,2.85,313.89,4.44
2025-12-01,d_1066,2025_49,Monday,1,12,2025,CyberMonday,National,,,1,0,1,50.6,2.82,314.83,4.37
2025-12-02,d_1067,2025_49,Tuesday,2,12,2025,,,,,1,0,1,45.5,3.01,313.84,4.39
2025-12-03,d_1068,2025_49,Wednesday,3,12,2025,,,,,1,0,1,53.0,2.96,314.07,4.41
2025-12-04,d_1069,2025_49,Thursday,4,12,2025,,,,,1,0,1,57.9,2.96,314.27,4.5
2025-12-05,d_1070,2025_49,Friday,5,12,2025,,,,,1,0,1,50.2,3.01,313.81,4.44
2025-12-06,d_1071,2025_49,Saturday,6,12,2025,,,,,1,0,1,49.5,3.14,314.39,4.44
2025-12-07,d_1072,2025_49,Sunday,7,12,2025,,,,,1,0,1,44.9,2.78,314.92,4.56
2025-12-08,d_1073,2025_50,Monday,1,12,2025,,,,,0,0,0,49.2,2.86,314.1,4.49
2025-12-09,d_1074,2025_50,Tuesday,2,12,2025,,,,,0,0,0,42.4,2.88,314.47,4.49
2025-12-10,d_1075,2025_50,Wednesday,3,12,2025,,,,,0,0,0,45.7,2.86,313.23,4.46
2025-12-11,d_1076,2025_50,Thursday,4,12,2025,,,,,0,0,0,51.3,2.85,314.33,4.45
2025-12-12,d_1077,2025_50,Friday,5,12,2025,,,,,0,0,0,56.8,2.91,314.24,4.38
2025-12-13,d_1078,2025_50,Saturday,6,12,2025,,,,,0,0,0,64.2,2.84,314.06,4.54
2025-12-14,d_1079,2025_50,Sunday,7,12,2025,,,,,0,0,0,47.2,2.97,314.84,4.52
2025-12-15,d_1080,2025_51,Monday,1,12,2025,,,,,0,0,0,57.2,2.95,314.29,4.49
2025-12-16,d_1081,2025_51,Tuesday,2,12,2025,,,,,0,0,0,51.3,2.99,314.37,4.5
2025-12-17,d_1082,2025_51,Wednesday,3,12,2025,,,,,0,0,0,49.3,3.0,314.31,4.54
2025-12-18,d_1083,2025_51,Thursday,4,12,2025,,,,,0,0,0,52.2,3.01,313.71,4.43
2025-12-19,d_1084,2025_51,Friday,5,12,2025,,,,,0,0,0,50.3,2.94,314.04,4.49
2025-12-20,d_1085,2025_51,Saturday,6,12,2025,,,,,0,0,0,50.6,3.14,314.9,4.46
2025-12-21,d_1086,2025_51,Sunday,7,12,2025,,,,,0,0,0,48.0,3.0,313.69,4.61
2025-12-22,d_1087,2025_52,Monday,1,12,2025,,,,,0,0,0,43.0,2.83,314.24,4.57
2025-12-23,d_1088,2025_52,Tuesday,2,12,2025,,,,,0,0,0,42.3,2.91,314.41,4.42
2025-12-24,d_1089,2025_52,Wednesday,3,12,2025,,,,,0,0,0,53.3,2.85,315.28,4.46
2025-12-25,d_1090,2025_52,Thursday,4,12,2025,Christmas,National,,,0,0,0,48.7,3.0,314.91,4.53
2025-12-26,d_1091,2025_52,Friday,5,12,2025,,,,,0,0,0,47.1,2.99,314.4,4.52
2025-12-27,d_1092,2025_52,Saturday,6,12,2025,,,,,0,0,0,50.2,2.97,315.16,4.48
2025-12-28,d_1093,2025_52,Sunday,7,12,2025,,,,,0,0,0,54.1,3.17,314.36,4.64
2025-12-29,d_1094,2026_01,Monday,1,12,2025,,,,,0,0,0,51.1,3.06,315.08,4.57
2025-12-30,d_1095,2026_01,Tuesday,2,12,2025,,,,,0,0,0,47.0,3.08,314.15,4.58
2025-12-31,d_1096,2026_01,Wednesday,3,12,2025,NewYearEve,National,,,0,0,0,56.5,2.95,315.14,4.52
